2019-12-17_AH_46	607.9135545775118	614.8314572815303	Kikombe kilijaa nyumbani	Gudo was full at home	kikombeko ccosoakwa ccezzana 
2019-12-17_AH_47	631.4731154948784	634.5521249320037	mpya	new	zanaa
2019-12-17_AH_48	639.4015647954761	648.0218507535612	niliona kisu (kikubwa) kipya kule	I saw a new (big) knife there	ciyanaa joro zana nana
2019-12-17_AH_49	652.4350976134408	655.411473402662	jina	name	akhanabee
2019-12-17_AH_50	658.849700607452	664.9280412026628	niliona jina kule	I saw a name there	ciyetanaa akhanabee nana
2019-12-17_AH_51	667.2501274864949	670.2393324817041	ng'ombe	cow	atchekako
2019-12-17_AH_52	673.2413666829012	679.6084323188306	niliona ng'ombe kule	I saw a cow there	citanaa atchekako nana
2019-12-17_AH_53	682.4180284302075	685.7536219870933	jangwa	desert	barangidako
2019-12-17_AH_54	688.511901274518	694.6244792924832	niliona jangwa kule	I saw a desert there	citanaa barangidako nana
2019-12-17_AH_55	696.9978824002673	700.0127458074525	ndevu (fupi)	beard (short)	derunderuko 
2019-12-17_AH_56	703.5151190421825	710.2079993379923	niliona ndevu (fupi) kule	I saw a beard there	citanaa derunderuko nana
2019-12-17_AH_57	716.9818200996681	720.2789260385898	kisu chenye vipande viwili	big knife	jorowa
2019-12-17_AH_58	747.3558318793105	753.1289745739205	niliona kisu chenye vipande viwili kule	I saw a big knife there	Ciyanaa joro nana
2019-12-17_AH_59	758.4402658529617	761.7758594098475	mbuzi	goat	arako
2019-12-17_AH_60	763.9439952218232	769.3474128623689	niliona mbuzi kule	I saw a goat there	citanaa arako nana
2019-12-17_AH_61	781.0379747483411	784.0784965675024	mbuzi	goat	qeteqeteko
2019-12-17_AH_62	785.3283023484247	791.6353580266149	niliona mbuzi kule	I saw a goat there	citanaa qeteqeteko nana
2019-12-17_AH_63	803.258618651763	806.5967713523634	kondoo	sheep	pusupusuako
2019-12-17_AH_64	809.5474887296084	814.9357552445778	niliona kondoo kule	I saw a sheep there	citanaa pusupusuko nana
2019-12-17_AH_65	820.0076031128425	823.3047090517642	mapacha	twins	sarahokabii
2019-12-17_AH_66	826.2682556349973	832.0285691236194	niliona mapacha kule	I saw twins there	citchanaa salahokabii nana
2019-12-17_AH_67	846.9107422601485	849.7716551954774	sketi	skirt	dloapee
2019-12-17_AH_68	854.1977312613451	860.2017996637394	niliona sketi kule	I saw a skirt there	ciyetanaa dloabee nana
2019-12-17_AH_69	867.1238951727229	869.7410531942794	sumu	poison	ggadaa
2019-12-17_AH_70	872.0118226541593	877.3487723451765	niliona sumu kule	I saw a poison there	ciyanaa ggada nana
2019-12-17_AH_71	880.6621530314056	883.2793110529622	nyoya	feather (for epeme dance)	haiya
2019-12-17_AH_72	886.4994417559558	892.6446314242183	niliona nyoya kule	I saw a feather there	ciyanaa haii nana
2019-12-17_AH_73	902.1629199367948	904.9981744601477	uongo	lie	ramako
2019-12-17_AH_74	908.2311343691292	913.5680840601465	niliona uongo kule	I saw a lie there	citanaa ramako nana
2019-12-17_AH_75	919.6001872326032	922.2558328721237	punda	donkey	nati
2019-12-17_AH_76	925.0269413655365	930.51784152841	niliona punda kule	I saw a donkey there	ciyanaa nati nana
2019-12-17_AH_77	936.77984819907	940.2822214338	kushoto	left	pasa:ko
2019-12-17_AH_78	942.591478511644	948.0567202625415	niliona kushoto kule	I saw a left there	citanaa pasako nana
2019-12-17_AH_79	951.6189669104473	954.5311966697283	porini	bush, wilderness	slaaha
2019-12-17_AH_80	960.3684853942784	965.6926058793076	niliona porini kule	I saw the bush there	ciyetana'a slaa nana
2019-12-17_AH_81	970.8125370556132	973.6862791969303	chatu, sawaka	python	slanoa
2019-12-17_AH_82	975.9185610388461	981.7746329858967	niliona chatu, sawaka kule	I saw a python there	ciyanaa slano nana
2019-12-17_AH_83	986.6753896733211	989.7800575224225	kifaru	rhinoceros	tlhakate
2019-12-17_AH_84	992.5255076038593	998.7134126637407	niliona kifaru kule	I saw a rhinoceros there	ciyanaa thlakate nana
2019-12-17_AH_85	1003.6141693511651	1007.1806886158353	dume	male (of a human or animal)	yaggambaha
2019-12-17_AH_86	1026.0482137703268	1031.2055545775117	niliona dume kule	I saw a male there	ciyanaa yaggamba nana
2019-12-17_AH_87	1034.2076184397888	1037.171165023022	kichwa	head	dlomako
2019-12-17_AH_88	1040.5837338158358	1046.3697057164338	niliona kichwa kule	I saw a head there	citanaa dlomako nana
2019-12-17_AH_89	1049.9482965068548	1053.1299395918843	titi	breasts	iribako
2019-12-17_AH_90	1055.1184665200278	1061.1610225403863	niliona titi kule	I saw breasts there	citanaa iribako nana
2019-12-17_AH_91	1064.0813238254175	1067.4297465882914	ulimbo	birdlime	rurembo
2019-12-17_AH_92	1070.5729020553567	1075.6789260385897	niliona ulimbo kule	I saw a birdlime there	ciyanaa rurembo nana
2019-12-17_AH_93	1078.8605691236191	1082.8406253224232	bibi	grandmother	amamako
2019-12-17_AH_94	1085.1883700182314	1091.7184358661345	niliona bibi yangu kule	I saw my grandmother there	citanaa amamako nana
2019-12-17_AH_95	1094.1816434158347	1097.7989669104472	babu	grandfather	akaye
2019-12-17_AH_96	1099.992761134399	1105.753074623021	niliona babu kule	I saw my grandfather there	ciyanaa akaye nana
2019-12-17_AH_97	1107.9725272589487	1111.3850960517627	mama	mother	aya:ko
2019-12-17_AH_98	1113.8326907490268	1119.759783915493	niliona mama kule	I saw my mother there	citanaa ayako nana
2019-12-17_AH_99	1122.056211787349	1125.4431221681868	baba	father	bawa
2019-12-17_AH_100	1127.8015577772985	1133.5105544419685	niliona baba kule	I saw my father there	ciyanaa bawa nana
2019-12-17_AH_101	1140.117360581106	1143.5171001679316	kaka; dada (kama anayeongea ni mwanaume)	sibling (ego is male)	hedlaali
2019-12-17_AH_102	1145.99313692362	1151.6893043823018	niliona kaka; dada (kama anayeongea ni mwanaume) kule	I saw my sibling there	ciyanaa hedlaali nana
2019-12-17_AH_103	1158.7099395918842	1161.583681733201	kaka; dada (kama anayeongea ni mwanaume)	sibling (ego is male)	uwe
2019-12-17_AH_104	1163.0846988337998	1168.8578415284098	niliona kaka; dada (kama anayeongea ni mwanaume) kule	I saw my sibling there	ciyanaa uwe nana
2019-12-17_AH_105	1175.2661898622005	1178.7300754789665	baba mkwe	father or mother in law	site
2019-12-17_AH_106	1181.0008449388463	1187.146034607109	baba mkwe kule	I saw my in-law there	ciyanaa site nana
2019-12-17_AH_107	1200.1073300398727	1203.661020098555	mjomba	maternal uncle	akaye
2019-12-17_AH_108	1206.1605364841	1212.2800677403866	niliona mjomba kule	I saw my maternal uncle there	ciyanaa akaye nana 
2019-12-17_AH_109	1215.7952701811048	1219.0282300900865	shemeji	brother-in-law, sister-in-law	ame
2019-12-17_AH_110	1222.1593161619442	1228.0479217104464	niliona shemeji kule	I saw my brother-in-law or sister-in-law there	ciyanaa ame nana
2019-12-17_AH_111	1230.7420549679312	1234.4881831164334	mke	spouse	ezeko
2019-12-17_AH_112	1237.577824215837	1243.0815535846984	niliona mke kule	I saw my spouse there	citanaa ezeko nana
2019-12-17_AH_113	1246.0066125499675	1250.1504460840988	mwana; binti (kama anayeongea ni mwanamke)	(grand)child, nephew, niece	waa
2019-12-17_AH_114	1253.242284727212	1258.289308498471	niliona mwana; binti (kama anayeongea ni mwanamke) kule	I saw my child there	citanaa waa nana
2019-12-17_AH_115	1260.9192957260154	1264.190743252961	tumbili	vervet monkey	numbiri
2019-12-17_AH_116	1267.05165618829	1272.3372890553553	niliona tumbili kule	I saw a vervet monkey there	ciyanaa numbiri nana
2019-12-17_AH_117	1280.7091630400441	1283.6855388292654	pepo	spirit	hatcee
2019-12-17_AH_118	1286.8819702457772	1292.4883332625427	Niliona pepo kule	I saw a spirit there	ciyanaa hatcee nana
2019-12-17_AH_119	1302.3668218733199	1305.4586605164332	kazi	work	kaziko
2019-12-17_AH_120	1306.8485834577525	1311.8006569691292	niliona kazi kule	I saw work there	citanaa kaziko nana
2019-12-17_AH_121	1314.2125476948775	1317.6636041056554	kike	female	akhwitiko
2019-12-17_AH_122	1319.3442300900863	1324.6060386481715	nilimwona mwanamke kule	I saw a female there	citanaa akhwitiko nana
2019-12-17_AH_123	1326.2866646326027	1329.8531838972726	mwanaume	man	sleme
2019-12-17_AH_124	1334.2896730769146	1339.036479292483	niliona mwanaume kule	I saw a man there	ciyanaa sleme nana
2019-12-17_AH_125	1341.397053194279	1344.4247458074522	binadamu	person	unu
2019-12-17_AH_126	1346.1310302038592	1351.0446160972715	niliona binadamu kule	I saw a person there	ciyanaa unu nana
2019-12-17_AH_127	1354.3000932852972	1358.4952436433805	mnyama, kiumbe (?)	animal, creature (?)	yamua
2019-12-17_AH_128	1362.0489337020626	1367.2319329212237	niliona mnyama, kiumbe kule	I saw an animal there	ciyanaa yamua nana
2019-12-17_AH_129	1370.698603174603	1372.946603174603	mnyama, kiumbe (?)	animal, creature (?)	emeeda
2019-12-17_AH_130	1375.3946031746032	1379.402603174603	niliona mnyama, kiumbe kule	I saw an animal there	ciyanaa emeeda nana
2019-12-17_AH_131	1382.6955714661362	1385.8515561391896	nyoka	snake (general)	iyato
2019-12-17_AH_132	1389.7772931715244	1394.678049858949	niliona nyoka kule	I saw a snake there	ciyanaa iyato nana
2019-12-17_AH_133	1396.9616485248168	1399.98934113799	mti	tree, wood, stick, a charm or medicine	zzitiko
2019-12-17_AH_134	1403.7939320035175	1408.8229807508221	niliona mti kule	I saw a tree there	citanaa zzitiko nana
2019-12-17_AH_135	1411.1578962406422	1414.6289802786234	nywele (kichwa)	hair (of the head)	hadlepee
2019-12-17_AH_136	1415.8185492565556	1420.218966910447	niliona nywele (kichwa) kule	I saw a hair there	ciyetanaa hadlebee nana
2019-12-17_AH_137	1422.522603174603	1425.6311232334583	njia, namna	path, road, way, manner, behaviour	yekeyako
2019-12-17_AH_138	1426.8114101843564	1431.3657783101041	niliona njia, namna kule	I saw a paththere	citanaa yekeko nana
2019-12-17_AH_139	1434.3482862888902	1437.4529541379916	moja	one	utchameko
2019-12-17_AH_140	1464.449199299326	1471.2871660909418	niliona jiwe moja kule	I saw one stone there	citanaa uchameko nana
2019-12-17_AH_141	1474.4085936757174	1478.1932094421838	mbili	two	pi:pee
2019-12-17_AH_142	1480.2715408122435	1485.3775647954762	niliona mawe mawili kule	I saw two stones there	ciyetanaa piebee nana
2019-12-17_AH_143	1487.3660917236198	1490.2141754529607	tatu	three	samakapee
2019-12-17_AH_144	1491.7229250457767	1496.7904614110455	niliona mawe matatu kule	I saw three stones there	ciyetanaa samakabee nana
2019-12-17_AH_145	1498.7661591332007	1501.4731215966735	nne	four	bonepee
2019-12-17_AH_146	1503.5514529667332	1508.584771352363	niliona mawe manne kule	I saw four stones there	ciyetanaa bonebee nana
2019-12-17_AH_147	1510.5989566924825	1513.690795335596	tano	five	bothanopee
2019-12-17_AH_148	1515.2431292601466	1520.182373565535	niliona mawe matano kule	I saw five stones there	ciyetanaa bothanobee nana
2019-12-17_AH_149	1527.5186493056558	1530.2640993870925	sita	six	sita
2019-12-17_AH_150	1532.6118440829007	1536.0372420817025	niliona mawe sita kule	I saw six stones there	ciyetanaa sitabee nana
2019-12-17_AH_151	1540.305637389146	1542.8971369987266	saba	seven	saba
2019-12-17_AH_152	1544.924151544834	1549.7864206142945	niliona mawe saba kule	I saw seven stones there	ciyetanaa sababee nana
2019-12-17_AH_153	1555.7662710746035	1558.242307830292	nane	eight	nane
2019-12-17_AH_154	1561.3854632973573	1566.7903307080517	niliona mawe manane kule	I saw eight stones there	ciyetanaa nanebee nana
2019-12-17_AH_155	1569.6769020553565	1571.8065502493682	tisa	nine	tisa
2019-12-17_AH_156	1574.4237082709249	1579.5297322541576	niliona mawe tisa kule	I saw nine stones there	ciyetanaa tisabee nana
2019-12-17_AH_157	1581.1076500864951	1583.391248752363	kumi	ten	khumi
2019-12-17_AH_158	1585.8416270960752	1591.3581856709247	niliona mawe makumi kule	I saw ten stones there	ciyanaa ikhumi nana
2019-12-17_AH_159	1599.9679034077092	1602.5594030172895	mimi	I / me	ono
2019-12-17_AH_160	1605.5486080124988	1608.550642213696	Ndiyo mimi	It's me	onenee
2019-12-17_AH_161	1620.94551435095	1623.7108729631418	Ndiyo wewe	It's you	tetee
2019-12-17_AH_162	1670.0272650721224	1672.7470567415833	wewe	you	the
2019-12-17_AH_163	1681.146730059206	1684.49515282208	fahamu (mtu)	to know (a person) (a thing?)	tsaenanaa
2019-12-17_AH_164	1706.6708208805067	1711.9436245415836	Gudo alimfahamu Maria	Gudo knew Maria	Gudo tsaitamo mariako
2019-12-17_AH_165	1716.295747369549	1719.1574540052122	ona	to see, know	chiyanaa
2019-12-17_AH_166	1724.5472388739215	1733.5714151414518	Gudo alimwona Maria nyumbani	Gudo saw Maria at home	Gudo citamo Mariako cceezzana 
2019-12-17_AH_167	1738.6210906098072	1742.6666813604984	kufa	die	misi:amo
2019-12-17_AH_168	1745.873360850872	1753.0834225154363	Fisi alikufa nyumbani	Gudo died at home	uzameko misi:akwa ccezzana
2019-12-17_AH_169	1757.0763613898825	1760.7456181172538	kupa	give	khwiyenanaa
2019-12-17_AH_170	1780.0949068026591	1789.2139052908854	Gudo alimpa Maria nyama	Gudo gave Maria meat	Gudo khwisamo Mariako manako 
2019-12-17_AH_171	1793.7868950480122	1796.578039054303	kulima	to farm, hoe, weed	toslee
2019-12-17_AH_172	1801.1912900006096	1807.4164819696964	Gudo alilima nyumbani	Gudo farmed at home	Gudo tosleamo ccezzana
2019-12-17_AH_173	1812.2039945663128	1814.9480968196885	kuandika	to write	andika
2019-12-17_AH_174	1819.597692922135	1826.0816145322542	Gudo aliandika nyumbani	Gudo wrote at home	Gudo andikaeyamo ccezzana
2019-12-17_AH_175	1830.0083066781951	1833.3561114273136	kuchunga	to herd livestock	tchungaeamo
2019-12-17_AH_176	1838.7636094163045	1845.2710519028815	Gudo alichunga ng'ombe nyumbani	Gudo herded a cow at home	gudo tchungaea eezzana
2019-12-17_AH_177	1852.98543193694	1856.0901876293308	kuchunga	to herd livestock	godemaya
2019-12-17_AH_178	1862.4455186066618	1870.0035602416742	Gudo alichunga ng'ombe nyumbani	Gudo herded a cow at home	Gudo godemaya ccezzana
2019-12-17_AH_179	1876.7924809936678	1880.038361944804	kulipa	to pay	gorephaya
2019-12-17_AH_180	1920.3898234147318	1928.2379558593868	Gudo alimlipa Maria nyumbani	Gudo paid Maria at home	Gudo gorephatamo Mariako ccezzana
2019-12-17_AH_181	1934.9363066781953	1938.0881041235011	kupona	to get well	koxxoamo
2019-12-17_AH_182	1942.430658473032	1948.8675383302364	Gudo alipona nyumbani	Gudo recovered at home	Gudo koxxoamo ccezzana
2019-12-17_AH_183	1979.5970686983696	1984.8265435640888	kuhesabu	to count, calculate	waraeamo
2019-12-17_AH_184	1990.8453808102522	1996.5766343737314	Gudo alihesabu nyumbani	Gudo counted at home	Gudo waraeamo ccezzana
2019-12-17_AH_185	2001.0148473961297	2005.1310007761933	kukuta	to meet, encounter	gogosangeeame
2019-12-17_AH_186	2013.9810394831195	2021.6018034553517	Gudo alimkuta Maria nyumbani	Gudo met Maria at home	Gudo gosangatamo Mariako ccezzana
2019-12-17_AH_187	2026.5252722290927	2029.731951719466	kujificha	to hide oneself	bihanaa
2019-12-17_AH_188	2033.3856899304071	2039.8460906640692	Gudo alijificha nyumbani	Gudo hid at home	Gudo biha:mo ccezzana
2019-12-17_AH_189	2043.6012090368438	2046.7843676507598	kimvuli	first rains October-December	sapeako
2019-12-17_AH_190	2049.864589574827	2054.9921406425633	Niliona kimvuli kule	I saw a drizzle there	citanaa sapeko nana
2019-12-17_AH_191	2069.76462609389	2072.8066594490606	kuja	to come	zaa
2019-12-17_AH_192	2076.1630948199004	2081.1806333977024	Gudo alikuja nyumbani	Gudo came home	Gudo zamo ccezzana
2019-12-17_AH_193	2084.450035225296	2087.186297186519	kunywa	to drink	faamo
2019-12-17_AH_194	2092.4410686983697	2097.725425609156	Gudo alikunywa nyumbani	Gudo drank at home	Gudo fa:mo ccezzana
2019-12-17_AH_195	2103.4459256681075	2106.8956542152087	kula, chakula	to eat, food	semeyamo
2019-12-17_AH_196	2113.5666657768447	2119.399843138306	Gudo alikula nyumbani	Gudo at at home	Gudo semeyamo ccezzana
2019-12-17_AH_197	2122.464509232889	2125.7182304761777	kucheka	to laugh	natcheyamo
2019-12-17_AH_198	2128.815145876416	2134.138704247965	Gudo alicheka nyumbani	Gudo laughed at home	Gudo natceyamo ccezzana
