akwisiti-ko, akwisitini-ko, -bee 	[ʔakʷisitiko, ʔaˈkʷisitiniko]	the sinews running down the spine 	[anat]	NOUN
akwiso  	[ʔakʷiso]	‘and then he would …’. See a-. 	[aux]	AUX
akwiza 	[ʔakʷiʣa]	alt. pron. of akwaza what? who? 	[DEM]	DEM
akhwa  	[ˈʔakʷʰa]	(1) akhwa~poss without.(2) to not do.(3) akhwa- (akhwe-, akhwi-, akho-)The negative auxiliary, followed by a verb, attributive + copula or noun + copula.	[aux]	AUX
akhwa-ko, -bee  	[ʔakʷʰako]	(1) eye;(2) the bit of sinew twisted into the leading end of gunny-sack thread so it can be threaded through small beads 	[anat]	NOUN
akhwa 	[ˈʔakʷʰa]	(1) his/her/their(great) grandfather, grand-uncle, &amp; maternal uncle(2) by extension,his/her/their (great) grandson, grandnephew.	[kin]	NOUN
akhwadu-ko  	[ʔakʷʰaˈduko]	the big Lappet tumbusi vulture, per Brian. 	[bird]	NOUN
akhwe 	[ʔakʷʰe]	See akhwa- (neg), akhwete	[aux]	AUX
akhwete, akhwi-ko, akhwe-bee, akhwi-bii  	[ˈʔakʷʰete]	his/her/their son, daughter, nephew, or niece; also grandson etc. Likely also son/daughter-in-law, per etymology and Berger Weyeweyeko 81.	[kin]	NOUN
akhwi- 		see akhwa- neg	[aux]	AUX
akhwiti-ko, -bee 	[ʔakʷʰitiko]	female, human or animal (cf. yaggamba); girl, woman, any age: newborn to grandmother. 	[zoo][hum]	NOUN
amama-ko, mâma-ko 	[ʔaˈmamako, ˈmaːmako]	(1) grandmother, grand-aunt, with any number of ‘great’s.(2) grand-daughter, grand-niece, with any number of ‘great’s. ‘Grandmother’ is default reading; a Bantu-like inverse reading of ‘granddaughter’ requires a disambiguating context.	[kin]	NOUN
amata 	[ʔamata]	the Klip Dagga / lion’s ear, Leonotis nepetifolia (mint family)to be fine, well, mzima.	[bot]	NOUN
ame  	[ʔame]	‘and then they …’. See a-. Or possibly the bare 3fpl post clitic 	[aux]	AUX
ame, -ko 	[ʔame]	generic term for brother-, sister-, or cousin-in-law (see agishewu, hazaye-ko, nithame/nithako-ko.) a broader use than in English: used for siblings-in-law of one’s siblings (brother of one’s wife, brother of one’s sister’s husband, etc.), but cannot be used for two degrees of marriage, where ‘brother/sister/cousin’ is used again. 	[kin]	NOUN
?amese 	 [ʔamese]	(expected bare 3fpl post+sjv clitic.	[aux]	AUX
ami  	[ʔami]	‘and then they …’. See a-. Or possibly the bare 3mpl post clitic	[aux]	AUX
?amisi 	 [ʔamisi]	(expected bare 3mpl post+sjv clitic.	[aux]	AUX
amo  	[ʔamo]	‘and then he …’. See a-. Or possibly the bare 3msg post clitic	[aux]	AUX
?amoso 	 [ʔamoso]	(expected bare 3msg post+sjv clitic.	[aux]	AUX
amumu, -bii 	[ʔamumu]	uterus; afterbirth and placenta 	[anat]	NOUN
ana  	[ʔana]	‘and then I …’. See a-. 	[aux]	AUX
anawu 	[ʔanau]	(1) south. (2) a country where the Hadza of old lived. cf. sanzako.	[geo]	NOUN
ani 	[ʔani]	‘quickly, right away’. a verbal element, maybe a suffix.		UNKNOWN
anikwi  	[ʔanikʷi]	‘and then I would …’. See a-. 	[aux]	AUX
api 	[ˈʔapi]	vipi? how are things?	[INJ]	INJ
Ap?uwa-ko 	[ʔaˈpuako]	(a woman’s name)		NAME
aphaa\ 	[ʔapʰaʔa]	to follow, to track (do oblig. -na 3msg) [used for tracking animals. cf. kwa’o-].	[verb]	VERB
Aphate-ko, Aphati-ko 	[ʔapʰaˈteko]	(a woman’s name)		NAME
aphukwa  uphukwa, -bii 	[ʔaˈpʰukʷa, ʔupʰukʷa]	(1) leg(s), including feet.(2) longs legs, as water birds, antelope, etc. 	[anat]	NOUN
ara-ko 	[ˈʔaɺako]	goat mbuzi. 	[mam]	NOUN
aragu 	[ʔaɺaɡu, ʔeɺaɡu]	~ eragu ‘wild sisal’ 	[bot]	NOUN
arak?ini 	[ʔaɺakini]	but 	[CJN]	CJN
arayi 	[ʔaˈɺai]	father-in-law or son-in-law (same as site, but masc. only) 	[kin]	NOUN
are 	[ˈʔaɺe]	 take	[verb]	VERB
âri 	[ʔaːˈɺi]	ok	[INJ]	INJ
ari’a  	[ʔaɺiʔa, ʔaɺia]	(to look out in case you meet w/ s.t.). 	[verb]	VERB
arungu-bee 	[ʔaˈɺuŋɡ̊ubeʔe̥]	spirits of the ancestors, from your parents to the remote past. (may be prayed to, celebrated, sacrificed to; may bother or possess the living, causing them illness or to act crazy.)	[kin]	NOUN
asa’o, asa’o-bii  asa’u-bii 	[ʔaˈsaʔo]	waist/hips (from the hip joint to the waist) pl is pl people; for sg ‘a hip’ use papasa etc.	[anat]	NOUN
asak?ara, asakh?ara 	[ʔasakaɺa]	cheetah, duma. same as hururu	[mam]	NOUN
Asângu 	[ˈʔasaːŋɡ̊u]	(a man’s name)		NAME
asasabi-ko, -bee 	[ʔaˈsasabiko]	shadow (but not shade)		NOUN
asatchi-ko, -beeasashi-ko 	[ʔaˈsaʧʰiko]; 	heart, of person or animal. just an organ, not where you think or feel. for that, use nkoro-ko. 	[anat]	NOUN
ase 	[ʔase]	‘to lie down’; by extension, ‘to sleep’.(adult) to sleep poorly, toss &amp; turn, wake &amp; sleep; (child) alternately play &amp; sleep in the sand etc.	[verb]	VERB
asena-ko, -bee 	[ˈʔasenako]	toes (people or animals);	[anat]	NOUN
asep?o\ (aseph?o) 	[ˈʔasepo]	a dream.		NOUN
aseta-ko, -bii, aseta 	[ˈʔasetako]	eyelash(es). fsg is not collective, only a single lash.	[anat]	NOUN
aso, -ko, -bee, asu-bii  	[ˈʔaso]	(1) lots, a lot of, a large amount of, any quantity over four.2) five. Frequently used even by people who have just been reminded of bothano.	[adj]	ADJ
aso 	[ˈʔaso]	his/her/their father or paternal uncle	[kin]	NOUN
ashaph?o, -ko, ashaphu-bii 	[ʔaʃapʰo]	owner, famous/well known [no verb ‘to own’]	[hum]	NOUN
ata  	[ʔata]	‘and then you …’.	[aux]	AUX
ata’usha 	[ˈʔataˈʔuʃa]	water bugs. See under ati. 	[bug]	NOUN
atându 	[ʔataːnd̥u]	fat with only a little meat 	[food]	NOUN
âte’a   	[ʔaːteʔa]	‘and then you …’.Seea-. 	[aux]	AUX
ati  	[ˈʔati]	rain, river (an arroyo when full of water); also the rainy season masika. (2)  the ante	[geo]	NOUN
âti’a  	[ʔaːtiʔa]	‘and then you …’.Seea-. 	[aux]	AUX
atikwi  	[ʔatikʷi]	‘and then you would …’.Seea-. 	[aux]	AUX
atizzi, -ko, 	[ʔaˈtiʦ’i]	his/her/their brother, sister, or cousin. Cf. mizzi. 	[kin]	NOUN
âto, âtoye 	[ʔaːto, ʔaːtoje]	jamani!	[INJ]	INJ
ât?o 	[ʔaːto]	a monster of long ago.	[zoo]	NOUN
atuusha  	[ʔatuˈʔuʃa]	heavy rain.	[geo]	NOUN
athabaa\ 	[ˈʔatʰaˈbaʔa]	to follow after. DO oblig (3ms -na)	[verb]	VERB
athaku-ko, -bee, hat?aku-ko 	[ʔatʰaˈkuko, ɦantʰakuko]	whiskers (as on a cat, lion, etc.), beard, moustache [not seen on Hadza] 	[anat]	NOUN
athama 	[ˈʔatʰaˈma]	blood.	[anat]	NOUN
Âthe 	[ʔaːtʰe]	(a man’s name)		NAME
athe 	[ʔatʰe]	to sew or string beads	[verb]	VERB
atho 	[ˈʔatʰo]	a small axe designed for getting honey (blade fits into hole in handle). Blades are iron, made by the camp smith. 	[art]	NOUN
athona  	[ʔaˈtʰona]	behind (in location), following behind, in the past;	[LOC]	LOC
atcha-ko 	[ˈʔaʧʰako]	(human) skin	[anat]	NOUN
atcheka-ko, atceka-ko 	[ʔaʧ⁽ʰ⁾ekako]	(sg or coll) cattle ng’ombe. masc. ‘bull’.  	[mam]	NOUN
atchu, atchu-bii 	[ʔaʧʰu]	tendon, sinew (e.g. hamstring), binding (for arrows) 	[anat]	NOUN
Awakhi-ko 	[ˈʔawaˈkʰiko]	(a woman’s name)		NAME
awanika 	[ˈʔawanika]	the lower lip.	[anat]	NOUN
awata-ko, -bee 	[ˈʔawatako]	branch	[bot][anat]	NOUN
awati, ?-bii  	[ˈʔawati]	upper lip, both vermillion and area of moustache &amp; philtrum as in English.	[anat]	NOUN
awawa, -bii 	[ˈʔawawa]	(worker) bee,	[bug]	NOUN
axaaxâ’ 	[ˈʔaǁaˈʔaǁaː]	to stand with legs apart (astraddle)	[verb]	VERB
?aya  	 [ʔaja]	expected bare 1excl post+sjv clitic.	[aux]	AUX
aya, -ko (ayiyako) 	[ˈʔaⁱjako]	mother or aunt, also step-mother, or mother of sibling-in-law of sibling-in-law (site(ko) can only be used through one degree of marriage).	[kin]	NOUN
ayakh?awi-ko 	[ʔajakʰaˈwiko]	conceit, scorn?		NOUN
ayayega 	[ʔajaˈjeɡa]	(1) -bee [geo] Pleiades (2) [bug] Sands: pond skater (sp. water bug)ay! ow! (for minor pains). Said by old women when sitting down.	[geo][bug]	NOUN
Ayiti-ko 	[ʔaiˈtiko]	(a woman’s name)		NAME
ayumaye ayumayi  hayumaye 	[ʔajumae, ʔajumai]	Isaya &amp; Mariam: pin-tailed whydah msese mweupe, fumbwe, Vidua macroura; probably also breeding male bishops and widowbirds (esp. Euplectis jacksoni if local). 	[bird]	NOUN
Amba-ko 	[ˈʔamb̥ako]	(a woman’s name) 		NAME
ambu-ko 	[ˈʔamb̥uko]	chameleon ki-nyonga. ~ nqakwako. 	[rept]	NOUN
andasha 	[ʔand̥aʃa]	caracal, Caracal caracal. A lynx, with tufted ears.	[mam]	NOUN
andikha’e’  	[ʔand̥ikʰaʔeː, ɦand̥ikʰaʔeː]	~ handikha’e to draw, to write.	[verb]	VERB
angaruma-ko 	[ʔaŋɡ̊aɺumako]	sp. tree, mpome nyeupe/kubwa (Onkai). The common yellow/white highly papery-barked tree (one of the biggest trees away from water) with twigs like thorns (they seem to end in thorns). Perhaps a Commiphora sp.?	[bot]	NOUN
angayi-bee , -bii 	[ʔaŋɡ̊aibeʔe̥]	few [of anything or anybody]	[DEM]	DEM
e 	 [ʔe]	~ ee (bare 1excl pot clitic. See paradigm in appendix.)	[aux]	AUX
ê, e, ehé, en, ên, m 	[ʔéː, ʔeɦé, ʔẽː, ʔm̩]	yes, indeed, but rather (?). Has neg. meaning with neg. question, as in Japanese, but see ha’e. A common back-channel response. 	[INJ]	INJ
ê 	[ʔeː, ʔiː]	a variant of î to say, tell (not as common as î).	[verb]	VERB
e’a’a-ko 	[ʔeʔaʔako]	sand-grouse firigogo (1997: those w black on their faces: yellow-throated &amp; black-faced occur in TZ, Pterocles gutturalis &amp; P. decoratus). Not the same as konkorokwiye, gugurugugwaye, etc.	[bird]	NOUN
ee 	 [ʔeʔe̥]	(bare 1excl pot clitic. See paradigm in appendix.) 	[aux]	AUX
efe 	[ʔeˈfe]	eh! uh-huh (an agreement particle)	[INJ]	INJ
ehe  ehen 	[ʔeˈɦẽ]	yes. ~ ê. 	[INJ]	INJ
êhe 	[ʔéːɦè]	to say 		
eka 	[ʔeka]	to say 		
eka 	[ʔeka]	common variant of ika (and, but)		
e khe 	[ʔe kʰe]	oh! (when remembering: oh, I forgot!) 	[INJ]	INJ
emeda 	[ʔemeda]	(1) non-Hadza Africans (“Swahili”)(2) people in general	[hum]	NOUN
ena, -bii 	[ʔena]	(1) narrow (monocot) leaf.(2) grass (general term). Local grass sp. are Diplachne fusca and Sporobolus spicatus, with the sedge Cyperus laevigatus in boggy areas; per KL also Themeda triandra red oat grass. 	[bot][anat]	NOUN
epha-ko, -bee 	[ʔepʰabeʔe̥]	buttock(s). pl for both. 	[anat]	NOUN
ephe\, iph- 	[ʔepʰe]	to step on/in (a bug, shit).	[verb]	VERB
epheme 	[ʔepʰeme]	(1)[no plural] an epeme spirit.(2)epeme dance: the men’s dance/sing held on nights with no moon (often every night the moon rises late, not just on the new moon), and with no other source of light. Held even when there is no one to initiate. Ritual whistling language used after each dance, w/ women’s greetings, that is not used otherwise. Special vocab is used only in epeme contexts when men talk to women(3)[plural iphimi-bii] the (male) epeme dancer.4) Epeme meat(5) Epeme animals (large game which qualifyfor an epeme feast)		
erâ’ 	[ʔeɺaː]	to make, to build, to craft s.t. (do oblig. 3msg~ eredayi	[verb]	VERB
eragu  aragu 	[ʔeɺaɡu, ʔaɺaɡu]	Wild ‘Sisal’ ~ Sword Sansevieria, Sansevieria ehrenbergii. Used to roof huts, or implanted on perimeter to shore up wall. 	[bot]	NOUN
erati, -bii 	[ʔeɺati]	young man (grown up but not married). Marlowe: an adult of either sex; epeme man. Crittenden (p.c.): male juvenile. 	[hum]	NOUN
ere 	[ʔeɺe]	eland fat from abdomen	[food]	NOUN
ere’a, ari’a   	[ʔeɺeʔa, ʔaɺia]	to look out; used esp. in imperative.	[verb]	VERB
eredayi eradayi 	[ʔeɺedai]	to come, approach, to get (here) (no do, io, adj. cf. ereyasi)	[verb]	VERB
?ereri 	[ʔeɺeɺi]	‘cheers for X’ (at epeme dance). 		
ese, ₌se 	[ʔese]	that they (sjv.3fpl)	[aux]	AUX
eslawi 	[ʔeɬawi]	to remember. adj/pres.	[verb]	VERB
ête, tête 	[ʔeːˈte, teːˈte]	that you (sjv.2fpl)	[aux]	AUX
ethe-beeithi-bii 	[ˈʔetʰebeʔe̥]	y’all (1) fem/mixed gender ethebee. (2) masc. ithibii	[DEM]	DEM
etlhetlhê’ itlhitlhî-  	[ʔececʰeː]	to move aside, out of the way.	[verb]	VERB
etlhikwa 	[ˈʔecʰikʷa]	~ itlhikwa. 		
exekekê’  ixikikî 	[ʔeǁekekeː]	to listen. io (to hear io) adj/pres (no do)‘I listened to him’,	[verb]	VERB
Eyasi 	[ʔejasi]	Eyasi, the large soda lake around which the Hadza live. Fed by the Sibiti river in the south, the Barai in Mangola,  both of which run dry, and a few smaller streams. 	[geo]	NOUN
eze 	[ʔeʣe]	husband  (Hu)	[kin]	NOUN
ezza-ko  hezza-ko 	[ʔeʦ’ako]	dial. for ccezza-ko [attested in Dempwolff]	[art]	NOUN
ên  en, ehén 	[ʔẽːː, ʔẽ, ʔeˈɦẽː]	yes, ê.	[INJ]	INJ
embasi 	[ˈʔemb̥as(i)]	red-billed Tockus hondo-hondo hornbills (nximoko).	[bird]	NOUN
embege-ko ( 	[ʔemb̥eɡeko]	Sands: bat-eared fox, same as biriri-ko, w a good pic. 	[mam]	NOUN
embere-ko 	[ʔemb̥eɺeko]	tree, wood used to make xxanako shafts (Grewia flavescens per Kew; G. platyclada per EAH – Woodburn 1970). 	[bot]	NOUN
Endamagga 	[ʔend̥amakx’a]	Endamaghay, the largest Hadza habitation in Mangora. At the northern end of the lake. Not a Hadza name. 	[geo]	NOUN
Endatcatch 	[ʔendaʧaʧʰ]	the Endachech (sp?) hills, which form the backbone of the region of Tlhiika. 		
endeshi 	[ʔend̥eʃi]	&amp;M: the hooded vulture tumbusi mdogo, Necrosyrtes monachus; also name of a river. 	[bird]	NOUN
i, î, in 	[ʔi, ʔĩː]	um, er, I say (hesitation particle) The subjunctive/purposive auxiliary. Followed by a for the habitual. The root may be dropped, but with different nuance	[INJ]	INJ
î 	[ʔiː]	a conjunction, similar to a in some cases.		
î\’ 	[ʔiː]	to say, to tell,	[verb]	VERB
î 	[ʔiː]	lo! voilà! (likely cognate with î ‘say’)		
î’a 	[ʔiːʔa]	~ ihi’a ‘thing’		
iba, ₌ba 	[ʔiba, ba]	that we (sjv.1in)	[aux]	AUX
idiga, -bee 	[ʔiˈdiɡa]	words, conversation [no number diff. irreg gender confirmed]	[art]	NOUN
igana, -bii 	[ʔiɡana]	a coin.lovebird, ggiro.	[art]	NOUN
igongoda-ko, gongoda-ko 	[ʔiˈɡoŋɡ̊odako, ɡoŋɡ̊odako]	chicken(masc. is rooster). yesterday 	[bird]	NOUN
ihato  	[ʔiˈɦato, ʔiˈato]	(1) snake(general term).Smaller snakes may not have specific names.(2) [metaphor] undeveloped tubers and edible roots (‘all there are are snakes’ – though these are still eaten);	[rept]	NOUN
ihi’a  	[ˈʔiɦiʔa, ʔiɦia, ʔiːʔa]	thing 		
ika, eka 	[ʔiká, ʔeká]	A mildly contrastive conjunction: ‘but’, ‘and’, ‘even (if)’, rhetorical ‘why’‘as for / what about’, etc. 		
iko, ₌ko 	[ʔiko, ko]	that she (sjv.3fsg). (See î ‘to say’)	[aux]	AUX
ikha 	[ʔíkʰà]	 (1) to stop (doing s.t.).(no do, io agr.(2) also to stand, to be standing up (stative)prog to be standing	[verb]	VERB
ikh?ereja-bii 	[ʔikʰeɺeʤabiʔi̥]	decorations? beauty?		
ikhumbe-ko 	[ʔikʰumb̥eko]	ceremonial healing	[art]	NOUN
ikhumi, ik(h?)omi 	[ʔikʰumi, ʔik?omi]	ten.	[DEM]	DEM
ina, ₌na 	[ʔina, na]	that I (sjv.1sg).	[aux]	AUX
ina-ko, inako-ko, inakoye 		See iname		
iname, inami-ko 	[ʔiname]	something-or-other, whatchacallit, what’s’ername. Used when one forgets a name or word (usage goes up when the speaker is drunk)	[DEM]	DEM
iningiya-ko, -bee 	[ʔiniŋɡ̊ijako]	the largest local dlapodove, the red-eyed African mourning dove Streptopelia decipiens (perspicillata) [Isaya, Brian]. 	[bird]	NOUN
inishitayi 	[ʔiniʃitai]	(1) Sands: mythical beast, smaller than dudugge but bigger than 10 cars at least, has scales like a snake and legs like an elephant. grey/blue in color. Like a brontosaurus. (2)a large unidentified snake, as thick as your leg. Could only be the python, or mythical. [M’s mom gave this for pix of the black mamba and twig snakes.] 	[zoo]	NOUN
iphi- 	[ʔipʰi]	See ephe to step on.		
iphika 	[ʔipʰika]	to make enough noise to give yourself away or attract danger, as a baby crying, so that animals will find it &amp; eat it.	[verb]	VERB
iphimi-bii 	[ʔipʰimibiʔi̥]	See epheme		
irambeda, -bee 	[ʔiɺamb̥eda]	the Nyiramba (the autonym)	[hum]	NOUN
iriba-ko, -bee 	[ʔiɺiˈbako]	breast(s), of a man or woman; udder. 	[anat]	NOUN
iro 	[ʔiɺo]	jealousy		
isa, sa 	[ʔisa]	(1) like, is like (when between two nouns)(2) up to, about as far as		
Isâmba-ko 	[ˈʔisaːmb̥ako]	(a woman’s name)		NAME
isawa-ko 	[ʔisawako]	cave, or rock overhang. Esp. if round, as a cave under a boulder. ~ gisawenga [not confirmed? Sands crossed out]	[geo]	NOUN
isi, ₌si 	[ʔisi, si]	that they (sjv.3mpl). (See î ‘to say’)	[DEM]	DEM
îsi, îti, tîti 	[ʔiːsi, ʔiːti, tiːti]	that you (sjv.2mpl).	[aux]	AUX
iso, ₌so 	[ʔiso, so]	that he (sjv.3msg).	[DEM]	DEM
isha 	[ʔiʃa]	to fall (off of s.t. (i.e. zzititina), to drop. If the subject is water, ‘to flow’.	[verb]	VERB
ishe 	[ʔiʃe]	fight, war, battle [noun only] 	[art]	NOUN
ishina, hishina  	[ʔiʃina, ɦiʃina]	thus, in this way (-na required to modify vb or implied vb).		
ishi’a\ 	[ʔiʃiʔa]	to help;	[verb]	VERB
isho-ko 	[ʔiʃoko]	the sun, wife of the moon, the abode of God. By metonymy, God.	[geo]	NOUN
isli 	[ʔiɬi]	to fear. io to be afraid of s.t.	[verb]	VERB
ita, ₌ta 	[ʔita, ta]	that you (sjv.2sg)	[aux]	AUX
îti, tîti, îsi 	[ʔiːti, tiːti, ʔiːsi]	that you (sjv.2mpl)	[aux]	AUX
ithathi-ko, -bee 	[ʔiˈtʰatʰiko]	orb web spider (has a cover on its hole that is like paper. red/brown, dime-sized) 	[bug]	NOUN
i the , i theko 	[ʔitʰe, ʔitʰeko]	‘hey you’. See i. 		
ithibii, ithititii 	[ʔitʰibiʔi̥]	(it is) y’all (mpl). See ethebee. 	[DEM]	DEM
ithongo, ithungubii 	[ʔitʰoŋɡ̊o]	an unattended camp. It may be one that parents have left their children at while foraging, an abandoned camp that may be returned to after several years once food has returned, or a camp permanently abandoned because of death. 	[art]	NOUN
ithugwe-ko 	[ʔitʰuˈɡʷeko]	a deadfall (a rock propped up by a stick) [Tli’ika term, difficult to confirm in Mangola.]	[art]	NOUN
itcha 	[ʔiʧʰa]	far away.	[adj]	ADJ
itchakwa-ko 	[ʔiˈʧʰakʷako]	(1) sp. snake, likely the OliveGrass snake, Psammophis mossambicus, an active drab-colored back-fanged snake w moderate but non-fatal poison, up to 1½ meters, bites readily per Struik’s.(2) generically ‘snake’, synonymous with iato (but without the latter’s extension to roots).	[rept]	NOUN
itchâme , -ko, itchâmi-bii 	[ʔiʧʰaːme]	one	[DEM]	DEM
itche, itchi-  	[ʔiʧʰe]	other, anotherother ones.	[DEM]	DEM
itla-ko 	[ʔicako]	knife; smaller than joro.	[art]	NOUN
itlitlhî, itlhitlhî 	[ʔicicʰiː]	~ etletlhê to move aside. 		
itlhikwa ( 	[ʔiˈcʰikʷa]	to walk, to go, to leave, to be gone (no do, io)	[verb]	VERB
ixikikî 	[ʔiǁikikiː]	~ exekeke ‘to listen’. 		
ixhe\ 	[ʔiǁʰe]	to close, to wrap (around), to tie, to fasten (i.e. bracelet around wrist).	[verb]	VERB
iy... 	[ʔij...]	(for words not found here, try y...)		
iya- 	[ʔia]	slow-speech form of ya-.		
iya, ₌ya 	[ʔija, ja]	that we (sjv.1ex)	[aux]	AUX
iya 	[ʔija]	~ ha’iya no. 	[INJ]	INJ
iya-ko, iyayi-ko 	[ʔijako][ˈʔijaiko]	mother, aunt.	[kin]	NOUN
iyaderera 	[ʔiˈjadeˈɺeɺa]	a name for a running khomati-ko ‘eland’, used when appreciating the beauty of its motion	[mam]	NOUN
iyamo, iyakwa 	[ʔijamo, ʔijakʷa]	~ yamo, yakwa etc. Slow forms of ya-. 		
iyanza-ko 	[ʔijanᵈz̥ako]	place outside house to sit around and rest, make fire, or make arrows	[geo]	NOUN
iyato 	[ʔiȷ̈ato]	~ ihato snake.		
